# Saved on 2025-07-25T14:10:05.901060
# Name: Shreenidhi
# Sample_ID: GWC331_WGFMU_noise
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# wgfmu_readout:
#   num_read: 10
#   v_rd: 0.1
#   read_waveform: ReRAM_RTN_Evan
Time (s),Noise Readout 1uA,Noise Readout 10uA,Noise Readout 100uA,Noise Readout 1mA
1.5181440000e+00,3.8186717575e-06,1.4081282643e-05,5.3034832490e-06,-1.1442851246e-05
1.5191440000e+00,-5.9420835896e-06,9.2663703981e-06,-7.2284096859e-06,1.9747802071e-05
1.5201440000e+00,-4.1288308239e-06,2.3631713702e-05,-1.3030922901e-06,1.5252835510e-05
1.5211440000e+00,1.2021350813e-05,1.4262357581e-05,1.3595027667e-05,1.8926142729e-05
1.5221440000e+00,2.0401759684e-05,1.4398580788e-05,2.0393543309e-05,1.5230410099e-05
1.5231440000e+00,9.3995295174e-06,4.6628491646e-07,6.1518876464e-06,1.3474264961e-05
1.5241440000e+00,1.5531828467e-05,-4.7815351536e-06,1.5226927644e-05,2.2456817533e-05
1.5251440000e+00,1.3237614439e-05,-6.2475428422e-06,1.4061921320e-05,2.7688480259e-05
1.5261440000e+00,3.3226438973e-05,9.3424214356e-06,3.3790416637e-05,3.8333993871e-05
1.5271440000e+00,2.8672830013e-05,2.0309969841e-05,3.1575174944e-05,1.8648679543e-05
1.5281440000e+00,4.1781098844e-05,1.2456486729e-05,4.0007678763e-05,1.4252886103e-05
1.5291440000e+00,1.0420093531e-05,1.3585556189e-05,1.6012512788e-05,9.3355965873e-06
1.5301440000e+00,1.4167223526e-05,1.2733113181e-05,1.3214910723e-05,2.2348591301e-05
1.5311440000e+00,1.0657998246e-05,3.0982366297e-05,1.2278615941e-05,1.4436467609e-05
1.5321440000e+00,1.4554166228e-05,2.7968031645e-05,1.5700368749e-05,1.5253113816e-05
1.5331440000e+00,1.4222659956e-05,4.0661358071e-05,1.6493613657e-05,1.3213748389e-06
1.5341440000e+00,6.5368799369e-06,7.7966014942e-06,4.8237752708e-06,-6.1969813032e-06
1.5351440000e+00,1.6952241140e-06,1.5376941519e-05,1.5135924514e-06,-5.7483339333e-06
1.5361440000e+00,-8.2658280007e-06,1.1806985640e-05,-9.7872725746e-06,9.5299037639e-06
1.5371440000e+00,1.6887242964e-05,1.4661835849e-05,2.0128476535e-05,2.0749284886e-05
1.5381440000e+00,1.5966965293e-05,1.4309854123e-05,1.3998685063e-05,1.1452915714e-05
1.5391440000e+00,2.0648440113e-05,1.0479987395e-05,2.0407193006e-05,1.4218342585e-05
1.5401440000e+00,9.8582058854e-06,3.4600047911e-06,1.1849469047e-05,1.3821092580e-05
1.5411440000e+00,1.6032709027e-05,-8.5815936472e-06,1.5817369786e-05,3.2408817788e-05
1.5421440000e+00,1.4325873053e-05,1.0433883290e-05,1.5827397874e-05,2.9832681321e-05
1.5431440000e+00,2.5948911571e-05,1.5670420908e-05,2.5007879231e-05,4.1052480810e-05
1.5441440000e+00,3.5299046431e-05,1.8726681446e-05,3.5862187360e-05,9.2404625320e-06
1.5451440000e+00,3.4468470403e-05,6.4580426624e-06,3.2273426768e-05,1.5480849470e-05
1.5461440000e+00,1.7252315956e-05,1.5694378817e-05,1.5421095668e-05,1.1510441254e-05
1.5471440000e+00,1.1159574569e-05,1.4649717741e-05,1.2815153241e-05,1.4988466319e-05
1.5481440000e+00,2.1485422621e-05,3.0231603887e-05,2.3211619919e-05,1.6756450350e-05
1.5491440000e+00,1.4785523490e-05,3.5151122574e-05,1.4910604477e-05,8.7639582489e-06
1.5501440000e+00,1.7540782210e-05,3.6787896533e-05,1.6056945242e-05,2.6957309274e-06
1.5511440000e+00,-3.8751873035e-06,2.1293204554e-05,-4.2058572944e-06,-9.2004511316e-06
1.5521440000e+00,1.0620202602e-06,1.0493080481e-05,-1.4967027937e-06,1.1940284821e-05
1.5531440000e+00,-1.1542163520e-05,1.7144089725e-05,-1.0804632439e-05,1.5495057596e-05
1.5541440000e+00,1.7626443878e-05,1.6081043213e-05,1.2732555660e-05,1.8948148863e-05
1.5551440000e+00,1.5777672161e-05,1.6964964743e-05,1.7479913367e-05,6.8683857535e-06
1.5561440000e+00,1.9988352506e-05,-1.8581555423e-06,1.7586748072e-05,1.5821828129e-05
1.5571440000e+00,1.5637549950e-05,1.2878975042e-07,1.4364037270e-05,1.5368164895e-05
1.5581440000e+00,1.4462374565e-05,-1.1460819223e-05,1.3134123037e-05,2.9002803785e-05
1.5591440000e+00,2.4024087907e-05,2.2131580408e-05,2.5811154046e-05,3.6129200453e-05
1.5601440000e+00,2.8473508792e-05,1.4576451576e-05,2.9453121897e-05,3.7668476580e-05
1.5611440000e+00,3.8072132156e-05,1.9626482754e-05,3.9331716835e-05,2.0517090888e-05
1.5621440000e+00,1.2955834791e-05,1.5108811567e-05,1.0197929441e-05,1.0675130397e-05
1.5631440000e+00,1.4550822925e-05,1.4195081349e-05,1.5676689145e-05,1.7910173483e-05
1.5641440000e+00,8.0276804511e-06,2.0701369067e-05,9.1265246738e-06,1.6226877051e-05
1.5651440000e+00,1.9719387637e-05,2.6565121516e-05,1.8199754777e-05,1.6271449567e-05
1.5661440000e+00,1.3635839423e-05,3.7262590922e-05,1.4724793800e-05,-3.0400153719e-06
1.5671440000e+00,1.4932194063e-05,1.9033534045e-05,1.3530676370e-05,3.5188122638e-08
1.5681440000e+00,3.3778248962e-06,1.3756462977e-05,4.6773830036e-06,-1.1394657122e-05
1.5691440000e+00,-5.7392803683e-06,8.9116037998e-06,-7.1413546721e-06,2.0920748284e-05
1.5701440000e+00,-4.2136571210e-06,2.2791109586e-05,-2.1120779365e-06,1.5883810192e-05
1.5711440000e+00,1.2234740097e-05,1.4032810213e-05,1.5370533220e-05,1.8403114154e-05
1.5721440000e+00,2.0583671358e-05,1.5150040781e-05,1.9166274797e-05,1.4564334379e-05
1.5731440000e+00,8.5270285126e-06,8.1571073451e-08,7.0252240221e-06,1.2685615729e-05
1.5741440000e+00,1.5357301891e-05,-5.6350927480e-06,1.4930383259e-05,2.0844279788e-05
1.5751440000e+00,1.3489586308e-05,-6.5672088567e-06,1.3986706108e-05,2.7396532460e-05
1.5761440000e+00,3.2698815630e-05,9.0267949417e-06,3.3949621866e-05,3.8330650568e-05
1.5771440000e+00,2.8651797038e-05,2.1493500753e-05,3.1496616430e-05,1.9085626263e-05
1.5781440000e+00,4.1984319978e-05,1.2457600860e-05,4.0179424104e-05,1.4869236111e-05
1.5791440000e+00,1.1001760868e-05,1.3037735698e-05,1.6288302504e-05,9.2396267064e-06
1.5801440000e+00,1.3143594515e-05,1.3936841242e-05,1.3656174815e-05,2.2648338927e-05
1.5811440000e+00,1.1092855857e-05,3.1484640203e-05,1.2238779163e-05,1.4061643014e-05
1.5821440000e+00,1.4859624571e-05,2.8443560950e-05,1.5794945284e-05,1.4221267520e-05
1.5831440000e+00,1.4797084077e-05,4.0829061618e-05,1.5647437976e-05,2.3534518334e-07
1.5841440000e+00,6.7614123509e-06,7.4205240708e-06,4.9939853852e-06,-5.9196581788e-06
1.5851440000e+00,2.2475016976e-06,1.5428895495e-05,1.2617595075e-06,-6.7610981205e-06
1.5861440000e+00,-8.1436719483e-06,1.1011650713e-05,-9.3678754638e-06,8.4743778643e-06
1.5871440000e+00,1.6926660464e-05,1.4467528672e-05,1.9144685211e-05,1.9019047613e-05
1.5881440000e+00,1.9041055566e-05,1.4216670934e-05,1.3780419977e-05,1.1567410183e-05
1.5891440000e+00,2.0862386009e-05,9.8817454273e-06,2.0012588720e-05,1.3816635146e-05
1.5901440000e+00,9.5693221738e-06,3.8351076910e-06,1.0898409528e-05,1.2728934053e-05
1.5911440000e+00,1.6596964997e-05,-8.2668029791e-06,1.5626406821e-05,3.1630752346e-05
1.5921440000e+00,1.4438556718e-05,1.0179125638e-05,1.5780597096e-05,2.8571845178e-05
1.5931440000e+00,2.6605375751e-05,1.7114422008e-05,2.5233666747e-05,4.0928513044e-05
1.5941440000e+00,3.6419896787e-05,1.8856359020e-05,3.6491350329e-05,8.2972037490e-06
1.5951440000e+00,3.4406068153e-05,7.2113130045e-06,3.2081210520e-05,1.5201298993e-05
1.5961440000e+00,1.8115624698e-05,1.6613957996e-05,1.6745865651e-05,1.1615882613e-05
1.5971440000e+00,1.2468743989e-05,1.4784409359e-05,1.0874869986e-05,1.4674371414e-05
1.5981440000e+00,2.0589799533e-05,3.0058188713e-05,2.2930396881e-05,1.5303814507e-05
1.5991440000e+00,1.5092653484e-05,3.4976452298e-05,1.4606956029e-05,9.6040048447e-06
1.6001440000e+00,1.6659227185e-05,3.6890411138e-05,1.6368810975e-05,3.2767015909e-06
1.6011440000e+00,-4.0126647036e-06,2.1762883989e-05,-3.8418970689e-06,-9.5638542916e-06
1.6021440000e+00,1.2319518419e-06,8.7322005129e-06,-5.2600381650e-07,1.0307270713e-05
1.6031440000e+00,-1.1225979506e-05,1.7448712242e-05,-1.0838758499e-05,1.5587265807e-05
1.6041440000e+00,1.7582846340e-05,1.5776837245e-05,1.3514936654e-05,1.9674118448e-05
1.6051440000e+00,1.8224129235e-05,1.6568412320e-05,1.8564132915e-05,7.1210542956e-06
1.6061440000e+00,1.9068354959e-05,-2.3913505629e-06,1.7161222786e-05,1.6330925064e-05
1.6071440000e+00,1.4993062905e-05,2.2512903541e-08,1.4237982214e-05,1.5266903574e-05
1.6081440000e+00,1.4094654034e-05,-1.0850179933e-05,1.3039824807e-05,2.9333194107e-05
1.6091440000e+00,2.3874910767e-05,2.1378866222e-05,2.5096605896e-05,3.5366043448e-05
1.6101440000e+00,2.8477268643e-05,1.4192295566e-05,2.9184573577e-05,3.6993344111e-05
1.6111440000e+00,3.7862224417e-05,1.9928320398e-05,3.8986279833e-05,2.1063518943e-05
1.6121440000e+00,1.2876718756e-05,1.5233613340e-05,9.5055283964e-06,1.0694073353e-05
1.6131440000e+00,1.4910046957e-05,1.3404621313e-05,1.5968915250e-05,1.8062277377e-05
1.6141440000e+00,8.4250696091e-06,2.0036546630e-05,9.4123442977e-06,1.6693074940e-05
1.6151440000e+00,1.9933195290e-05,2.5877456210e-05,1.8068545614e-05,1.6948668417e-05
1.6161440000e+00,1.3849228708e-05,3.8205012970e-05,1.4498311430e-05,-1.8396302721e-06
1.6171440000e+00,1.4790537534e-05,1.9440672986e-05,1.3552684322e-05,6.3554792540e-09
1.6181440000e+00,3.5783998555e-06,1.3688350919e-05,4.8417432481e-06,-1.0864944670e-05
1.6191440000e+00,-5.6576573115e-06,8.4147623056e-06,-6.9038683250e-06,2.1553394618e-05
1.6201440000e+00,-4.0442828322e-06,2.3615833925e-05,-1.8711093617e-06,1.4404291505e-05
1.6211440000e+00,1.2071633137e-05,1.3044003936e-05,1.5162298041e-05,1.9010132746e-05
1.6221440000e+00,1.9738330593e-05,1.4369330529e-05,1.8877808543e-05,1.4820624529e-05
1.6231440000e+00,8.9472614491e-06,-7.0164611543e-07,6.4431387727e-06,1.2446875189e-05
1.6241440000e+00,1.5503554096e-05,-5.4208676374e-06,1.5309942683e-05,2.0525030777e-05
1.6251440000e+00,1.2661657820e-05,-7.1935878623e-06,1.4390920114e-05,2.6464136681e-05
1.6261440000e+00,3.2844371162e-05,8.6099053078e-06,3.3576747228e-05,3.8589449105e-05
1.6271440000e+00,2.8335613024e-05,2.0353289074e-05,3.0850598705e-05,1.9639575839e-05
1.6281440000e+00,4.1433017032e-05,1.2704280380e-05,4.0412032831e-05,1.3906615095e-05
1.6291440000e+00,1.2013689229e-05,1.3991581000e-05,1.4724654648e-05,9.7902329799e-06
1.6301440000e+00,1.2598560716e-05,1.3183431292e-05,1.1630786503e-05,2.3912656616e-05
1.6311440000e+00,1.1237018953e-05,3.1463187042e-05,1.2823371435e-05,1.4065961295e-05
1.6321440000e+00,1.5469428035e-05,2.9456603443e-05,1.5249492208e-05,1.5105050807e-05
1.6331440000e+00,1.4577148249e-05,4.0912913391e-05,1.6848380255e-05,2.0846256632e-07
1.6341440000e+00,7.1306653808e-06,7.9152750914e-06,5.2746509027e-06,-5.3655703596e-06
1.6351440000e+00,2.4172938993e-06,1.6450016119e-05,7.9932283370e-07,-6.9088828241e-06
1.6361440000e+00,-8.3212644313e-06,1.0458537872e-05,-9.0533631010e-06,8.9299892352e-06
1.6371440000e+00,1.7570311684e-05,1.4688578631e-05,1.9533021259e-05,1.9923862055e-05
1.6381440000e+00,1.5931447706e-05,1.4106632989e-05,1.6215177311e-05,1.3283440239e-05
1.6391440000e+00,2.0547317035e-05,9.2385125754e-06,1.9574807084e-05,1.4150369680e-05
1.6401440000e+00,1.0072848454e-05,3.4503939332e-06,1.1422132957e-05,1.3318819583e-05
1.6411440000e+00,1.6151521777e-05,-8.7494363470e-06,1.5539908418e-05,3.1152019801e-05
1.6421440000e+00,1.4511265363e-05,1.0024794392e-05,1.6407951989e-05,2.8769634810e-05
1.6431440000e+00,2.5849876693e-05,1.6316160327e-05,2.6446587071e-05,4.0324142901e-05
1.6441440000e+00,3.5149030737e-05,1.9746130420e-05,3.6574088881e-05,8.2348024080e-06
1.6451440000e+00,3.4023723856e-05,6.1142795857e-06,3.2994103094e-05,1.5573894416e-05
1.6461440000e+00,1.7196322005e-05,1.5852330762e-05,1.7362632207e-05,1.0918745829e-05
1.6471440000e+00,1.0587936231e-05,1.5041116967e-05,1.2339345631e-05,1.5245870600e-05
1.6481440000e+00,2.1245847165e-05,3.0394849091e-05,2.3237109417e-05,1.8127184376e-05
1.6491440000e+00,1.5051981791e-05,3.4812233935e-05,1.5289886505e-05,9.6893882073e-06
1.6501440000e+00,1.6574678739e-05,3.6815057683e-05,1.6798097931e-05,3.9463989197e-06
1.6511440000e+00,-3.4034180771e-06,2.1554647901e-05,-3.5276632389e-06,-8.5881401901e-06
1.6521440000e+00,2.5946995663e-09,9.5204313766e-06,-1.2496057025e-06,9.3422822829e-06
1.6531440000e+00,-1.1258433915e-05,1.7114422008e-05,-1.0614365237e-05,1.5624038497e-05
1.6541440000e+00,1.7768101316e-05,1.6051373677e-05,1.4964230104e-05,1.9244555006e-05
1.6551440000e+00,1.9133820388e-05,1.7213873434e-05,2.0158146071e-05,6.4916112024e-06
1.6561440000e+00,1.8948148863e-05,-2.2625090423e-06,1.7369875422e-05,1.6272006178e-05
1.6571440000e+00,1.5006713511e-05,-2.6249367693e-06,1.4309297512e-05,1.4549290427e-05
1.6581440000e+00,1.4202881175e-05,-1.1293534044e-05,1.3562573258e-05,2.9746184737e-05
1.6591440000e+00,2.3713057089e-05,2.1867210307e-05,2.5420311431e-05,3.5271885281e-05
1.6601440000e+00,2.7987671274e-05,1.4357351574e-05,2.8895412470e-05,3.7587549741e-05
1.6611440000e+00,3.7773221266e-05,1.8464819732e-05,3.9041857235e-05,2.0933423002e-05
1.6621440000e+00,1.2565270481e-05,1.5097529285e-05,1.0161017599e-05,1.1045497558e-05
1.6631440000e+00,1.4304422621e-05,1.3027428395e-05,1.4894586457e-05,1.7961989215e-05
1.6641440000e+00,8.6252266556e-06,2.0436304112e-05,9.2146947281e-06,1.6678031898e-05
1.6651440000e+00,1.9771759980e-05,2.5667548471e-05,1.9310438802e-05,1.6363101167e-05
1.6661440000e+00,1.4022781215e-05,3.6735662434e-05,1.5054489268e-05,-1.4231586647e-06
1.6671440000e+00,1.5472493033e-05,2.0007713829e-05,1.4481318431e-05,2.9830340509e-07
1.6681440000e+00,4.0288578020e-06,1.3273272089e-05,4.9294949349e-06,-1.1362481928e-05
1.6691440000e+00,-5.5753380366e-06,9.3211101557e-06,-6.5936737883e-06,2.0892890461e-05
1.6701440000e+00,-3.9235201257e-06,2.3408712877e-05,-1.8202691763e-06,1.3873464923e-05
1.6711440000e+00,1.2052968486e-05,1.3698100702e-05,1.3032999959e-05,1.9497223548e-05
1.6721440000e+00,2.0868375941e-05,1.4600409486e-05,2.0097137167e-05,1.5621670173e-05
1.6731440000e+00,8.5296751422e-06,4.4316308845e-07,7.5837697295e-06,1.3710498024e-05
1.6741440000e+00,1.5133047782e-05,-5.2804653023e-06,1.5122461264e-05,2.0952784325e-05
1.6751440000e+00,1.2537970179e-05,-6.9715624704e-06,1.3766351913e-05,2.6776700906e-05
1.6761440000e+00,3.2421350625e-05,9.2705486168e-06,3.3254989830e-05,3.8567999582e-05
1.6771440000e+00,2.9199616620e-05,2.1370369723e-05,3.0552106182e-05,2.1459096388e-05
1.6781440000e+00,4.0574723243e-05,1.1997532056e-05,4.0118276956e-05,1.4330329577e-05
1.6791440000e+00,1.1873286894e-05,1.3505465176e-05,1.5499375877e-05,9.6749026852e-06
1.6801440000e+00,1.2614996194e-05,1.3953695088e-05,1.3917758224e-05,2.3084729037e-05
1.6811440000e+00,1.0473301700e-05,3.1458872400e-05,1.2624189367e-05,1.4053146515e-05
1.6821440000e+00,1.4478532648e-05,2.8785652830e-05,1.5051563423e-05,1.4653756807e-05
1.6831440000e+00,1.5717083443e-05,4.0310493205e-05,1.6837098883e-05,-9.8607256405e-07
1.6841440000e+00,6.7353653321e-06,6.8278527579e-06,5.3585022215e-06,-6.0115885390e-06
1.6851440000e+00,1.6877025928e-06,1.5268156858e-05,2.0957686786e-07,-7.7077002061e-06
1.6861440000e+00,-8.8107226475e-06,1.0290416867e-05,-9.0076764536e-06,8.3566792455e-06
1.6871440000e+00,1.7016223865e-05,1.4429641851e-05,1.9146356863e-05,2.0260800738e-05
1.6881440000e+00,1.4325454686e-05,1.4173770069e-05,1.3943247723e-05,1.2341713045e-05
1.6891440000e+00,2.0203971872e-05,1.0186368854e-05,2.0787170797e-05,1.3183431292e-05
1.6901440000e+00,9.2149730335e-06,4.2008787204e-06,1.1564346096e-05,1.2979096027e-05
1.6911440000e+00,1.5699810319e-05,-7.4965396379e-06,1.5772240658e-05,3.0848648748e-05
1.6921440000e+00,1.3915669115e-05,1.0223279787e-05,1.5927826098e-05,2.9689494113e-05
1.6931440000e+00,2.5777726478e-05,1.7210251826e-05,2.5963954613e-05,4.1020724893e-05
1.6941440000e+00,3.4603439417e-05,1.9666736989e-05,3.6463494325e-05,8.1134821812e-06
1.6951440000e+00,3.3339816582e-05,6.7792411755e-06,3.3067648474e-05,1.6235373550e-05
1.6961440000e+00,1.8011714928e-05,1.6400290406e-05,1.6570362277e-05,1.0912059224e-05
1.6971440000e+00,9.8303480627e-06,1.4942779671e-05,1.2133756172e-05,1.4900575479e-05
1.6981440000e+00,2.1493362510e-05,2.9931157769e-05,2.2264879590e-05,1.4976069906e-05
1.6991440000e+00,1.4661000023e-05,3.4440890886e-05,1.4509315406e-05,1.0841162293e-05
1.7001440000e+00,1.6954796592e-05,3.6906571040e-05,1.5747726138e-05,3.4856338971e-06
1.7011440000e+00,-4.1281341510e-06,2.1408814064e-05,-4.2962551561e-06,-9.3769294836e-06
1.7021440000e+00,5.1155353731e-07,9.2215195764e-06,-1.4434947389e-06,8.1148755271e-06
1.7031440000e+00,-1.2597271052e-05,1.6554900867e-05,-1.0826082871e-05,1.6448484530e-05
1.7041440000e+00,1.6748232156e-05,1.6696418243e-05,1.3626507098e-05,1.9637207515e-05
1.7051440000e+00,1.8121474568e-05,1.6237323507e-05,1.6501553546e-05,6.4852038122e-06
1.7061440000e+00,1.8813596398e-05,-1.5035279830e-06,1.7352047507e-05,1.6524953026e-05
1.7071440000e+00,1.4470871974e-05,9.9697274436e-07,1.4900297174e-05,1.5471377992e-05
1.7081440000e+00,1.3005002984e-05,-1.1469594028e-05,1.2969206182e-05,3.0990446248e-05
1.7091440000e+00,2.3576554668e-05,2.1084551918e-05,2.4682920412e-05,3.5392506106e-05
1.7101440000e+00,2.6497009458e-05,1.5458424969e-05,2.7958420105e-05,3.8358510210e-05
1.7111440000e+00,3.7672794861e-05,1.9236615117e-05,3.8691545342e-05,2.1394327632e-05
1.7121440000e+00,1.2448685993e-05,1.5181101844e-05,1.1462665498e-05,1.0950642718e-05
1.7131440000e+00,1.3710915482e-05,1.2432111362e-05,1.5363011698e-05,1.6732492440e-05
1.7141440000e+00,7.7357326518e-06,2.0553723516e-05,8.4303628682e-06,1.6717727704e-05
1.7151440000e+00,1.9637625883e-05,2.6835061362e-05,1.9466580852e-05,1.6545289327e-05
1.7161440000e+00,1.3473150830e-05,3.7891753891e-05,1.5379308024e-05,-1.6515912193e-06
1.7171440000e+00,1.4954619473e-05,2.0195753677e-05,1.4347322576e-05,-2.7347439868e-07
1.7181440000e+00,3.5639138787e-06,1.2696758859e-05,4.6117784223e-06,-1.1654151422e-05
1.7191440000e+00,-5.0704184105e-06,9.4886745501e-06,-6.7801806836e-06,2.1140824174e-05
1.7201440000e+00,-4.3319128054e-06,2.2978450943e-05,-2.7763428534e-06,1.5344625353e-05
1.7211440000e+00,1.1529524272e-05,1.5960697056e-05,1.3681107703e-05,1.9099694327e-05
1.7221440000e+00,1.8827107851e-05,1.4136858226e-05,2.0104936993e-05,1.4912693587e-05
1.7231440000e+00,8.0899426393e-06,-6.3785216753e-07,8.1834050434e-06,1.3495157873e-05
1.7241440000e+00,1.4503882994e-05,-5.2884047363e-06,1.5664989405e-05,1.9871769837e-05
1.7251440000e+00,1.2800249351e-05,-6.9573552537e-06,1.3683754332e-05,2.6401179639e-05
1.7261440000e+00,3.2584877772e-05,9.2964564828e-06,3.4398130083e-05,3.8578025851e-05
1.7271440000e+00,2.8501226552e-05,2.1329280571e-05,3.0265868190e-05,2.1620113330e-05
1.7281440000e+00,4.0598541091e-05,1.2688818970e-05,4.0803712182e-05,1.3391945686e-05
1.7291440000e+00,1.1125866877e-05,1.3743648196e-05,1.4900992937e-05,1.0234283764e-05
1.7301440000e+00,1.0944652786e-05,1.3615224816e-05,1.3464793483e-05,2.3845102987e-05
1.7311440000e+00,1.0601446775e-05,3.1058138120e-05,1.3144430341e-05,1.3487497199e-05
1.7321440000e+00,1.4730226212e-05,2.8837050195e-05,1.5523053662e-05,1.4415713849e-05
1.7331440000e+00,1.4503604689e-05,4.0796749090e-05,1.6548632630e-05,-3.3024343793e-06
1.7341440000e+00,6.7739483711e-06,7.7623371908e-06,5.8316641116e-06,-5.4282500059e-06
1.7351440000e+00,2.3686823170e-06,1.3825689166e-05,1.1674613916e-06,-8.6295094661e-06
1.7361440000e+00,-8.5267147369e-06,1.1544984773e-05,-8.9486184152e-06,8.3732547864e-06
1.7371440000e+00,1.6904652512e-05,1.5020641513e-05,1.8288341380e-05,1.9733177396e-05
1.7381440000e+00,1.6442494598e-05,1.5324429114e-05,1.4551658751e-05,1.2979374333e-05
1.7391440000e+00,2.0444940674e-05,1.0376636055e-05,2.0488398150e-05,1.2306333701e-05
1.7401440000e+00,9.7963620647e-06,3.6715834995e-06,1.1204147086e-05,1.2700797924e-05
1.7411440000e+00,1.5961115423e-05,-7.8639814092e-06,1.5516368876e-05,3.0292332667e-05
1.7421440000e+00,1.4986655515e-05,9.9456783573e-06,1.6236070223e-05,2.9374423320e-05
1.7431440000e+00,2.6331395929e-05,1.6717449398e-05,2.6442687158e-05,3.9601516619e-05
1.7441440000e+00,3.5691839003e-05,1.9160843294e-05,3.6194251152e-05,7.5812622526e-06
1.7451440000e+00,3.4589233110e-05,6.0623251557e-06,3.3428543247e-05,1.3864132598e-05
1.7461440000e+00,1.6807429347e-05,1.3538755411e-05,1.7448295694e-05,1.0431655028e-05
1.7471440000e+00,1.2151027477e-05,1.6267968022e-05,1.1295798686e-05,1.4114154510e-05
1.7481440000e+00,2.1428872060e-05,3.0629271350e-05,2.1971538445e-05,1.3916504940e-05
1.7491440000e+00,1.4624506548e-05,3.5508812289e-05,1.5508428987e-05,1.1335634554e-05
1.7501440000e+00,1.6603373297e-05,3.7571531720e-05,1.6592090105e-05,3.8473654058e-06
1.7511440000e+00,-3.5166594898e-06,2.1317300707e-05,-4.2507081162e-06,-8.4878529378e-06
1.7521440000e+00,-1.0131424943e-07,1.0113521057e-05,-1.9024491849e-06,8.4325911303e-06
1.7531440000e+00,-1.1382539014e-05,1.7507352823e-05,-1.0659633517e-05,1.5542555047e-05
1.7541440000e+00,1.7861284505e-05,1.6064050214e-05,1.4604448552e-05,1.9066545065e-05
1.7551440000e+00,1.8682665541e-05,1.5489904399e-05,1.6739179046e-05,5.3374697018e-06
1.7561440000e+00,1.8662609364e-05,-1.6566056047e-06,1.7848329662e-05,1.5577375962e-05
1.7571440000e+00,1.4664621631e-05,3.8507994304e-07,1.5380841432e-05,1.4469061171e-05
1.7581440000e+00,1.2906109077e-05,-1.1731038285e-05,1.4798477423e-05,3.0581635656e-05
1.7591440000e+00,2.3618758860e-05,2.1738647774e-05,2.4111977837e-05,3.3997257560e-05
1.7601440000e+00,2.8466683943e-05,1.4702507542e-05,2.9050857847e-05,3.6832188925e-05
1.7611440000e+00,3.7768761104e-05,1.9370470909e-05,3.8795456931e-05,2.1360760002e-05
1.7621440000e+00,1.2711383533e-05,1.4646513591e-05,1.1410154002e-05,1.0732656847e-05
1.7631440000e+00,1.4000635019e-05,1.2352577869e-05,1.4939437278e-05,1.6126869014e-05
1.7641440000e+00,8.1854941527e-06,1.9841821995e-05,8.4931816673e-06,1.7228219804e-05
1.7651440000e+00,2.0119423425e-05,2.5605426345e-05,1.8687820557e-05,1.6930003767e-05
1.7661440000e+00,1.4514746908e-05,3.7687696022e-05,1.4503186321e-05,-4.3309859166e-07
1.7671440000e+00,1.5233335034e-05,2.0600942662e-05,1.4458613805e-05,6.6667240617e-08
1.7681440000e+00,3.7773031636e-06,1.3402392142e-05,3.7920679006e-06,-1.0244554687e-05
1.7691440000e+00,-6.0501715780e-06,9.1205356512e-06,-6.8651461334e-06,2.1890333301e-05
1.7701440000e+00,-4.1590565161e-06,2.3593687729e-05,-2.7082310226e-06,1.4024313714e-05
1.7711440000e+00,1.2531005268e-05,1.5998444724e-05,1.2213567970e-05,1.9491373678e-05
1.7721440000e+00,2.0600942662e-05,1.4583694792e-05,1.9269766199e-05,1.4842770724e-05
1.7731440000e+00,9.2365626188e-06,-5.3324674809e-07,7.6789037848e-06,1.3316172954e-05
1.7741440000e+00,1.5151294065e-05,-5.3906419453e-06,1.5155612346e-05,1.9638879166e-05
1.7751440000e+00,1.3637789380e-05,-7.8107732406e-06,1.4065264622e-05,2.6189600248e-05
1.7761440000e+00,3.3279087802e-05,8.2806282080e-06,3.3007476304e-05,3.7830606743e-05
1.7771440000e+00,2.9251013984e-05,2.0188650524e-05,3.0529678043e-05,2.2577441996e-05
1.7781440000e+00,4.0718048695e-05,1.3116433365e-05,4.0808587073e-05,1.3791842321e-05
1.7791440000e+00,1.2212035472e-05,1.3818306797e-05,1.3971802218e-05,9.7690608527e-06
1.7801440000e+00,1.1004268345e-05,1.3662303900e-05,1.3789891455e-05,2.4953418688e-05
1.7811440000e+00,1.1697226910e-05,3.1218321965e-05,1.2430021343e-05,1.4052032384e-05
1.7821440000e+00,1.5042927771e-05,2.8903350540e-05,1.5251163859e-05,1.5091539353e-05
1.7831440000e+00,1.5436557078e-05,4.0486553189e-05,1.7908641894e-05,-1.5049208741e-06
1.7841440000e+00,7.0087880886e-06,7.1276008384e-06,5.4521037782e-06,-4.9741706789e-06
1.7851440000e+00,2.3433319711e-06,1.4250796085e-05,1.8918990463e-06,-7.4094841693e-06
1.7861440000e+00,-7.8423918239e-06,1.0689198461e-05,-9.2235732154e-06,8.3297964011e-06
1.7871440000e+00,1.7396898329e-05,1.3951605069e-05,1.8593800633e-05,1.9803657779e-05
1.7881440000e+00,1.5068417270e-05,1.5067860659e-05,1.3196385225e-05,1.3037596545e-05
1.7891440000e+00,1.9899487597e-05,1.0030922567e-05,2.0299661628e-05,1.1992796317e-05
