# Saved on 2025-06-25T13:30:54.389824
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -5
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 11
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S),Conductance_Target_8 (S),Conductance_Target_9 (S),Conductance_Target_10 (S),Conductance_Target_11 (S)
1.5861440000e+00,3.9143182221e-04,4.9710084568e-04,5.8057084971e-04,6.3913837948e-04,7.5376359746e-04,8.4406143287e-04,9.3251845101e-04,9.9703887827e-04,1.0703374573e-03,1.2224369857e-03,1.2782648264e-03
1.5871440000e+00,3.9343205572e-04,5.0071525038e-04,5.7968729379e-04,6.4172272687e-04,7.6681550127e-04,8.4888779384e-04,9.3021408247e-04,9.9380544270e-04,1.0885287338e-03,1.2091176905e-03,1.2755503121e-03
1.5881440000e+00,3.8647536712e-04,5.0249960623e-04,5.7046498114e-04,6.4699204813e-04,7.6504169556e-04,8.4142018750e-04,9.2695001513e-04,1.0012261191e-03,1.0710156494e-03,1.2190339476e-03,1.2766045984e-03
1.5891440000e+00,3.9577047573e-04,4.9595786550e-04,5.7378761994e-04,6.4478677814e-04,7.6798205555e-04,8.3860024461e-04,9.3028902484e-04,1.0227612074e-03,1.0806992213e-03,1.2140483886e-03,1.2794675422e-03
1.5901440000e+00,3.9422175178e-04,4.9824593589e-04,5.6922093790e-04,6.4365798607e-04,7.6503805758e-04,8.3885555796e-04,9.2683701951e-04,1.0020080663e-03,1.0727177141e-03,1.2377586972e-03,1.2710544979e-03
1.5911440000e+00,3.9807651774e-04,4.9976948503e-04,5.8215817262e-04,6.4580905018e-04,7.6549440564e-04,8.3444087068e-04,9.2445094197e-04,1.0064923117e-03,1.0704461602e-03,1.2098990555e-03,1.2840205454e-03
1.5921440000e+00,4.0301049012e-04,5.0869177358e-04,5.7516343077e-04,6.5129948780e-04,7.6854696090e-04,8.3804370661e-04,9.2295304057e-04,1.0052617290e-03,1.0716274846e-03,1.2085352500e-03,1.2760455138e-03
1.5931440000e+00,4.0251907194e-04,5.0806960644e-04,5.7662873587e-04,6.5107895352e-04,7.6030679338e-04,8.3620136138e-04,9.3993061455e-04,1.0016639862e-03,1.0676453530e-03,1.2206446263e-03,1.2803870777e-03
1.5941440000e+00,3.9955328248e-04,5.1147453632e-04,5.7458466472e-04,6.5443098720e-04,7.6361837273e-04,8.4393686848e-04,9.3140457466e-04,1.0044698865e-03,1.0767483036e-03,1.2173629511e-03,1.2759296806e-03
1.5951440000e+00,3.9530241338e-04,5.0194743380e-04,5.7297049352e-04,6.3775885792e-04,7.6345822890e-04,8.3359758719e-04,9.2965172371e-04,1.0025496158e-03,1.0664462752e-03,1.2109927775e-03,1.2855257955e-03
1.5961440000e+00,4.0023962356e-04,5.0334474508e-04,5.7594803366e-04,6.4856350946e-04,7.6535019616e-04,8.3595383330e-04,9.2226880952e-04,1.0125527479e-03,1.0689067858e-03,1.2040817819e-03,1.2778530072e-03
1.5971440000e+00,4.0034239646e-04,5.0383303460e-04,5.7738972828e-04,6.4647290856e-04,7.5714742707e-04,8.3826947957e-04,9.3796086730e-04,1.0014443978e-03,1.0765953630e-03,1.2108754891e-03,1.2819629046e-03
1.5981440000e+00,3.9998994907e-04,5.0392773119e-04,5.8286997955e-04,6.4874264353e-04,7.6362615800e-04,8.5049119662e-04,9.3540649686e-04,1.0035846208e-03,1.0820047464e-03,1.2103821064e-03,1.2610707199e-03
1.5991440000e+00,3.9139846194e-04,5.0536193157e-04,5.7618330175e-04,6.4898253186e-04,7.6176802395e-04,8.4290499217e-04,9.3571041361e-04,1.0071915312e-03,1.0716072575e-03,1.2183799845e-03,1.2738615624e-03
1.6001440000e+00,3.9091086364e-04,5.0001774071e-04,5.7761422795e-04,6.4687992563e-04,7.7313117799e-04,8.4838575276e-04,9.4042326964e-04,1.0160665261e-03,1.0717231635e-03,1.2215632887e-03,1.2701659580e-03
1.6011440000e+00,3.8510210288e-04,4.9879061407e-04,5.8037152485e-04,6.4747582655e-04,7.6749798609e-04,8.3390084910e-04,9.3915718026e-04,1.0037333413e-03,1.0723651212e-03,1.2323059491e-03,1.2669019634e-03
1.6021440000e+00,3.9533137169e-04,4.9495905841e-04,5.8614295995e-04,6.3976745878e-04,7.7188844443e-04,8.4200262791e-04,9.3409427791e-04,1.0062033834e-03,1.0674999794e-03,1.2198981858e-03,1.2712464377e-03
1.6031440000e+00,3.9237758756e-04,5.0664108130e-04,5.7835997723e-04,6.4368170570e-04,7.7104770753e-04,8.4123908891e-04,9.2832422524e-04,9.9973636679e-04,1.0667900642e-03,1.2218122720e-03,1.2695380428e-03
1.6041440000e+00,3.9296442992e-04,5.0057911722e-04,5.7960685808e-04,6.4610270783e-04,7.6562668255e-04,8.3968850959e-04,9.3623886642e-04,1.0034989828e-03,1.0645313887e-03,1.2131341646e-03,1.2761904509e-03
1.6051440000e+00,3.9189861127e-04,5.0210914196e-04,5.7197779824e-04,6.4681946242e-04,7.6701835496e-04,8.4175961092e-04,9.3382084742e-04,1.0004937212e-03,1.0766896594e-03,1.2192190479e-03,1.2658892956e-03
1.6061440000e+00,3.9138660213e-04,4.9581081839e-04,5.7198656577e-04,6.3574800151e-04,7.6512085798e-04,8.3980063209e-04,9.3304188340e-04,1.0039523477e-03,1.0701029532e-03,1.2201163190e-03,1.2821382552e-03
1.6071440000e+00,3.9547754568e-04,5.0154521887e-04,5.6931807194e-04,6.4365303842e-04,7.6775279013e-04,8.4154286014e-04,9.2116722954e-04,1.0156884673e-03,1.0721595754e-03,1.2141422485e-03,1.2988067465e-03
1.6081440000e+00,3.9787082642e-04,5.0120779633e-04,5.6958157074e-04,6.4312087488e-04,7.6063588494e-04,8.3277795056e-04,9.2852256785e-04,1.0028272663e-03,1.0714500240e-03,1.2221312500e-03,1.2742531544e-03
1.6091440000e+00,4.0235776396e-04,5.0339505833e-04,5.7647732319e-04,6.5313404775e-04,7.6037722465e-04,8.4656858235e-04,9.2322443379e-04,1.0045033559e-03,1.0814850975e-03,1.2102055189e-03,1.2647995027e-03
1.6101440000e+00,3.9339247451e-04,5.0941787777e-04,5.7229022786e-04,6.5021486080e-04,7.5785588706e-04,8.4332357801e-04,9.3231807114e-04,9.9630233308e-04,1.0783439939e-03,1.2230905122e-03,1.2806378072e-03
1.6111440000e+00,3.9584301703e-04,5.0910755817e-04,5.7275632571e-04,6.5495813033e-04,7.7588934801e-04,8.4041166701e-04,9.3037131592e-04,1.0127981659e-03,1.0791760724e-03,1.2200914352e-03,1.2707311544e-03
1.6121440000e+00,3.9555714466e-04,5.0623068091e-04,5.7328801631e-04,6.5148931753e-04,7.6394113421e-04,8.3173457824e-04,9.3100024969e-04,1.0080261563e-03,1.0604729323e-03,1.2275791960e-03,1.2767080625e-03
1.6131440000e+00,4.0524384531e-04,5.0151156756e-04,5.8205750975e-04,6.4635234594e-04,7.6478048868e-04,8.4213454102e-04,9.3311064120e-04,1.0109101277e-03,1.0732560622e-03,1.2191767746e-03,1.2954158592e-03
1.6141440000e+00,3.9752278099e-04,5.1095612434e-04,5.7997272961e-04,6.4837942773e-04,7.6222757343e-04,8.4027553385e-04,9.2707239673e-04,9.9263968877e-04,1.0786639177e-03,1.2076892745e-03,1.2953650730e-03
1.6151440000e+00,3.9753533201e-04,5.0734764955e-04,5.8371733758e-04,6.4782529080e-04,7.6594646089e-04,8.4416431491e-04,9.3457594630e-04,1.0067292897e-03,1.0690191993e-03,1.1929804168e-03,1.3057803153e-03
1.6161440000e+00,3.9207279769e-04,5.0669379561e-04,5.7195644331e-04,6.4845015004e-04,7.6321164670e-04,8.4666346083e-04,9.3139889941e-04,1.0053818551e-03,1.0700924759e-03,1.2195082672e-03,1.2898026034e-03
1.6171440000e+00,3.8935537304e-04,4.9710633903e-04,5.7794957684e-04,6.4194187871e-04,7.6219723269e-04,8.4520637756e-04,9.3510774605e-04,1.0043336079e-03,1.0812000983e-03,1.2161102495e-03,1.2971083925e-03
1.6181440000e+00,3.8675811084e-04,4.9803882575e-04,5.7648172515e-04,6.4155778091e-04,7.7075164882e-04,8.4486367996e-04,9.1912057542e-04,9.9361983303e-04,1.0772719543e-03,1.2173580035e-03,1.2963086192e-03
1.6191440000e+00,3.9188998926e-04,4.9651273002e-04,5.7771205320e-04,6.3930900069e-04,7.6712538430e-04,8.3993661974e-04,9.3064059911e-04,1.0036359163e-03,1.0651507182e-03,1.2082923786e-03,1.2948736548e-03
1.6201440000e+00,3.9482994907e-04,5.0036873290e-04,5.7697427110e-04,6.5422529588e-04,7.6522235759e-04,8.4652099758e-04,9.3293332611e-04,1.0124277469e-03,1.0782014579e-03,1.2113648700e-03,1.2833194342e-03
1.6211440000e+00,3.8797843445e-04,4.9947499065e-04,5.7563080190e-04,6.4444626332e-04,7.6411684859e-04,8.4149047325e-04,9.3773269327e-04,9.8744436400e-04,1.0751696391e-03,1.2168974354e-03,1.2877053814e-03
1.6221440000e+00,3.9078280679e-04,5.0273840316e-04,5.7515750086e-04,6.4629639382e-04,7.7433796832e-04,8.4224411694e-04,9.2873364338e-04,1.0070585267e-03,1.0703137377e-03,1.2067236821e-03,1.2875492394e-03
1.6231440000e+00,3.9077855035e-04,4.9924470659e-04,5.7004624978e-04,6.4391482738e-04,7.6834243373e-04,8.3056322183e-04,9.3166243460e-04,1.0077553452e-03,1.0627198935e-03,1.2310977036e-03,1.3114890317e-03
1.6241440000e+00,4.0079081373e-04,4.9853319069e-04,5.7811965235e-04,6.4458537963e-04,7.6718250057e-04,8.3888000518e-04,9.3202987046e-04,1.0041706264e-03,1.0738455603e-03,1.2261916709e-03,1.2941524619e-03
1.6251440000e+00,3.9921666030e-04,5.0298946007e-04,5.7630160882e-04,6.4652653236e-04,7.5636089605e-04,8.3232924226e-04,9.2478956503e-04,9.8531942058e-04,1.0697355174e-03,1.2151352712e-03,1.2980785687e-03
1.6261440000e+00,4.0424918552e-04,5.0516388001e-04,5.7532688515e-04,6.4520063461e-04,7.6361087849e-04,8.4908824647e-04,9.2493697593e-04,1.0024923540e-03,1.0763099272e-03,1.2142996275e-03,1.2977689039e-03
1.6271440000e+00,3.9510123315e-04,5.0905509852e-04,5.6752804085e-04,6.5242078563e-04,7.5706913776e-04,8.3846331108e-04,9.2302550911e-04,1.0056671454e-03,1.0740324797e-03,1.2268443243e-03,1.2916662672e-03
1.6281440000e+00,3.9790589653e-04,4.9723428674e-04,5.7488097809e-04,6.4826082962e-04,7.5997289969e-04,8.3909733803e-04,9.3291564554e-04,1.0101258522e-03,1.0751165973e-03,1.2208971020e-03,1.2991575932e-03
1.6291440000e+00,3.9637216105e-04,5.0639082474e-04,5.7482189732e-04,6.4705229306e-04,7.6404918218e-04,8.4393192083e-04,9.2445297923e-04,9.9711774965e-04,1.0795860726e-03,1.2316585344e-03,1.2936776329e-03
1.6301440000e+00,3.9754086174e-04,5.0359907618e-04,5.7980490965e-04,6.4651154389e-04,7.6402808190e-04,8.4062019596e-04,9.2953676358e-04,1.0079955246e-03,1.0700764687e-03,1.2237158080e-03,1.2993429846e-03
1.6311440000e+00,3.9715872845e-04,5.0883681979e-04,5.8175781305e-04,6.5611427999e-04,7.6449316111e-04,8.4393795987e-04,9.2923422926e-04,1.0145561100e-03,1.0752033995e-03,1.2252118904e-03,1.2643837545e-03
1.6321440000e+00,3.9469254261e-04,5.0296799600e-04,5.8297373471e-04,6.4962179749e-04,7.6316231571e-04,8.4313178377e-04,9.3967348221e-04,1.0005607328e-03,1.0714096425e-03,1.2305582641e-03,1.2740616512e-03
1.6331440000e+00,3.9176051359e-04,5.0327787903e-04,5.8227353293e-04,6.4975312853e-04,7.6980097219e-04,8.4813116700e-04,9.3151102192e-04,1.0073296289e-03,1.0729946371e-03,1.2182546197e-03,1.2737001816e-03
1.6341440000e+00,3.8765905629e-04,5.0103077228e-04,5.7678891608e-04,6.4041661972e-04,7.6864140283e-04,8.3389997599e-04,9.4377421192e-04,9.9325792689e-04,1.0649394972e-03,1.2238770432e-03,1.3068963017e-03
1.6351440000e+00,3.9552094677e-04,4.9931142712e-04,5.8024739701e-04,6.4309671870e-04,7.7121891081e-04,8.4025814431e-04,9.3210321211e-04,1.0073862359e-03,1.0682933498e-03,1.2217204494e-03,1.2937137217e-03
1.6361440000e+00,3.9237165765e-04,4.9567835958e-04,5.8201327192e-04,6.3854487962e-04,7.5400406786e-04,8.4449129645e-04,9.4007918960e-04,9.9906486867e-04,1.0665736045e-03,1.2235922622e-03,1.2961922039e-03
1.6371440000e+00,3.9197511796e-04,4.9845049944e-04,5.7970679336e-04,6.4007312176e-04,7.6546850323e-04,8.5005180154e-04,9.3586706498e-04,1.0114868201e-03,1.0860608018e-03,1.2126428919e-03,1.2935326959e-03
1.6381440000e+00,3.8536560169e-04,5.0347040087e-04,5.7001288951e-04,6.5916166932e-04,7.6544929470e-04,8.3914579591e-04,9.3332520919e-04,1.0003477655e-03,1.0710553033e-03,1.2174747826e-03,1.2942853209e-03
1.6391440000e+00,3.9327402192e-04,4.9483183830e-04,5.7263205235e-04,6.4253508754e-04,7.6842778071e-04,8.4557716036e-04,9.3948743597e-04,1.0162981926e-03,1.0723224113e-03,1.2158382742e-03,1.2980129395e-03
1.6401440000e+00,3.9123744500e-04,4.9889622460e-04,5.6805478380e-04,6.4315834607e-04,7.6512173109e-04,8.3868115325e-04,9.3404989457e-04,1.0016106535e-03,1.0697075049e-03,1.2368815078e-03,1.2891010556e-03
1.6411440000e+00,3.9619400923e-04,4.9756959925e-04,5.8154688304e-04,6.4392108470e-04,7.6516269473e-04,8.3837083366e-04,9.3575552455e-04,1.0061755165e-03,1.0741068400e-03,1.2196906027e-03,1.3007491361e-03
1.6421440000e+00,4.0084880311e-04,5.0911661674e-04,5.7404278778e-04,6.5055348387e-04,7.6789372542e-04,8.3697210357e-04,9.2547947133e-04,1.0074488091e-03,1.0739130084e-03,1.2231811706e-03,1.2929402874e-03
1.6431440000e+00,4.0164330130e-04,5.0565926358e-04,5.7513119827e-04,6.5098196501e-04,7.5785697845e-04,8.3347600594e-04,9.4080314739e-04,1.0061581270e-03,1.0696710524e-03,1.2249035353e-03,1.2998041348e-03
1.6441440000e+00,4.0211871237e-04,5.1345145039e-04,5.7442790421e-04,6.5240696131e-04,7.6253651059e-04,8.4295359557e-04,9.3145717983e-04,1.0071021825e-03,1.0792495596e-03,1.2168082321e-03,1.2995574798e-03
1.6451440000e+00,3.9448910684e-04,5.0361250032e-04,5.7418219512e-04,6.3673462137e-04,7.6384094427e-04,8.3467282820e-04,9.2914800916e-04,1.0029494297e-03,1.0668001050e-03,1.2170547416e-03,1.3078161282e-03
1.6461440000e+00,4.0127644752e-04,5.0478247431e-04,5.7622612076e-04,6.4863917942e-04,7.6504649769e-04,8.3891398390e-04,9.2231923190e-04,1.0116730118e-03,1.0680198466e-03,1.2146822701e-03,1.2994983990e-03
1.6471440000e+00,3.9880316763e-04,5.0414757425e-04,5.7840239606e-04,6.4681167714e-04,7.5560790719e-04,8.4086881543e-04,9.2948190286e-04,1.0031035345e-03,1.0748716159e-03,1.2235634495e-03,1.3047404354e-03
1.6481440000e+00,3.9806705900e-04,5.0555634516e-04,5.8343404817e-04,6.4981533797e-04,7.6314412581e-04,8.4871520812e-04,9.3008427939e-04,1.0048619151e-03,1.0817809380e-03,1.2024373427e-03,1.2836355017e-03
1.6491440000e+00,3.8802438212e-04,5.0482998631e-04,5.7623561588e-04,6.4746702265e-04,7.6184463978e-04,8.4465558757e-04,9.2973146820e-04,1.0063251102e-03,1.0718048725e-03,1.2143963249e-03,1.3000532635e-03
1.6501440000e+00,3.9153263060e-04,5.0028775149e-04,5.7830031437e-04,6.4800668042e-04,7.7292468632e-04,8.4932915343e-04,9.3542810646e-04,1.0162458784e-03,1.0733154340e-03,1.2160465121e-03,1.2957699073e-03
1.6511440000e+00,3.8516587665e-04,4.9912552640e-04,5.7837663917e-04,6.4797852247e-04,7.6672215073e-04,8.3285878645e-04,9.3943694083e-04,1.0021757043e-03,1.0700405983e-03,1.2211436115e-03,1.2882779993e-03
1.6521440000e+00,3.9524515159e-04,4.9418336857e-04,5.8437741245e-04,6.4014013333e-04,7.7254619100e-04,8.4226681793e-04,9.3534297775e-04,9.9704368040e-04,1.0873933934e-03,1.2134938152e-03,1.2937314750e-03
1.6531440000e+00,3.9205991925e-04,5.0697850384e-04,5.7809913415e-04,6.4524727350e-04,7.6894000813e-04,8.4087536379e-04,9.2990616395e-04,9.8824224551e-04,1.0677915270e-03,1.2245216931e-03,1.2921087909e-03
1.6541440000e+00,3.9371454477e-04,5.0007638492e-04,5.8009558416e-04,6.4592910348e-04,7.6594449638e-04,8.3780163550e-04,9.3779424787e-04,1.0043217480e-03,1.0629313329e-03,1.2119049643e-03,1.3023118663e-03
1.6551440000e+00,3.9433431084e-04,5.0022710639e-04,5.7289093093e-04,6.4504281909e-04,7.6763433754e-04,8.3855062257e-04,9.3196242233e-04,1.0017432942e-03,1.0758057761e-03,1.2191610585e-03,1.2906710617e-03
1.6561440000e+00,3.9097492845e-04,4.9720754760e-04,5.7140128774e-04,6.3627448981e-04,7.6491727668e-04,8.3841929154e-04,9.3262628070e-04,9.9634773505e-04,1.0709696653e-03,1.1984066077e-03,1.3079663040e-03
1.6571440000e+00,3.9680970076e-04,4.9956732255e-04,5.7017448853e-04,6.4348991145e-04,7.6778072980e-04,8.4033134044e-04,9.2173344456e-04,1.0091650620e-03,1.0724583262e-03,1.1946902669e-03,1.3025091903e-03
1.6581440000e+00,3.9809601731e-04,4.9890611990e-04,5.7140045101e-04,6.4143998316e-04,7.6136399002e-04,8.3563645603e-04,9.2729729658e-04,1.0031080456e-03,1.0710037168e-03,1.2056504056e-03,1.2955770944e-03
1.6591440000e+00,4.0322142013e-04,5.0154070777e-04,5.7751854911e-04,6.5536318289e-04,7.6058800914e-04,8.4747553046e-04,9.2480724561e-04,9.9931836303e-04,1.0834121349e-03,1.2018642155e-03,1.2878277630e-03
1.6601440000e+00,3.9532133087e-04,5.0798000302e-04,5.7319979533e-04,6.5055370214e-04,7.5913922046e-04,8.4191953647e-04,9.3308175565e-04,1.0057512554e-03,1.0783369362e-03,1.2048093049e-03,1.3004844368e-03
1.6611440000e+00,3.9602990000e-04,5.0718575949e-04,5.7327772083e-04,6.5476175223e-04,7.7357282862e-04,8.3997394540e-04,9.3050701253e-04,1.0027849930e-03,1.0782840400e-03,1.2020812574e-03,1.2958099251e-03
1.6621440000e+00,3.9646445657e-04,5.0883681979e-04,5.7408211433e-04,6.5232641646e-04,7.6422955317e-04,8.3177757915e-04,9.3126414868e-04,1.0086694238e-03,1.0596750508e-03,1.1989671475e-03,1.2943832553e-03
1.6631440000e+00,4.0580678615e-04,5.0148995797e-04,5.8256573539e-04,6.4773157646e-04,7.6587624790e-04,8.4172483184e-04,9.3482289230e-04,1.0205869330e-03,1.0723999003e-03,1.2037993292e-03,1.2982242333e-03
1.6641440000e+00,3.9683840441e-04,5.0959202781e-04,5.7980549172e-04,6.4991036197e-04,7.6191870903e-04,8.4228959167e-04,9.2990929261e-04,9.9164775747e-04,1.0690286581e-03,1.1936414376e-03,1.3016935554e-03
1.6651440000e+00,3.9827005821e-04,5.0712922530e-04,5.8505880588e-04,6.4876541728e-04,7.6490701758e-04,8.4395978774e-04,9.3553499028e-04,1.0085351096e-03,1.0716047109e-03,1.1815426842e-03,1.3075702009e-03
1.6661440000e+00,3.9258866309e-04,5.0587004807e-04,5.7189921790e-04,6.4929510700e-04,7.6548167272e-04,8.4529427113e-04,9.3263210147e-04,1.0057324835e-03,1.0723501327e-03,1.2049217912e-03,1.2976842117e-03
1.6671440000e+00,3.8795962610e-04,4.9415182730e-04,5.7951780036e-04,6.4060477598e-04,7.6159922173e-04,8.4397659521e-04,9.3490350991e-04,1.0050192213e-03,1.0733934323e-03,1.1942005221e-03,1.2976386643e-03
1.6681440000e+00,3.8749778469e-04,4.9862097512e-04,5.7731678680e-04,6.4071631641e-04,7.6905198512e-04,8.4754392446e-04,9.1990536021e-04,1.0057632608e-03,1.0728992493e-03,1.2004224118e-03,1.2972245167e-03
1.6691440000e+00,3.9077924157e-04,4.9228503485e-04,5.7791959989e-04,6.3874518673e-04,7.6691474533e-04,8.4116967628e-04,9.2906688224e-04,1.0067645781e-03,1.0687531176e-03,1.2004785094e-03,1.2962394976e-03
1.6701440000e+00,3.9561116864e-04,4.9963247875e-04,5.7922119595e-04,6.5513755544e-04,7.6613039710e-04,8.4632716607e-04,9.3142974947e-04,1.0018211469e-03,1.0754306277e-03,1.2000531569e-03,1.2807729945e-03
1.6711440000e+00,3.8739472075e-04,5.0095473853e-04,5.7764013036e-04,6.4427746111e-04,7.6167016232e-04,8.4526982391e-04,9.3759997981e-04,1.0032484715e-03,1.0748224304e-03,1.2042321760e-03,1.2940827582e-03
1.6721440000e+00,3.9141599700e-04,5.0345530326e-04,5.7629651565e-04,6.4675907197e-04,7.7267497545e-04,8.4037164925e-04,9.2871850939e-04,1.0112010932e-03,1.0739254503e-03,1.1888844892e-03,1.2723363761e-03
1.6731440000e+00,3.9209469833e-04,4.9938538723e-04,5.6929064158e-04,6.4358246163e-04,7.6646218076e-04,8.2989936345e-04,9.2996539024e-04,1.0064284288e-03,1.0562250100e-03,1.2079555017e-03,1.2881560542e-03
1.6741440000e+00,4.0332673962e-04,5.0054983149e-04,5.7789937273e-04,6.4436550019e-04,7.6577241998e-04,8.3590632130e-04,9.2927155492e-04,1.0057699546e-03,1.0706597823e-03,1.1944653670e-03,1.2763070117e-03
1.6751440000e+00,3.9759204810e-04,5.0503695093e-04,5.7598324929e-04,6.4548868977e-04,7.5518240919e-04,8.3297454694e-04,9.2587375548e-04,9.9722688901e-04,1.0650909098e-03,1.2201700156e-03,1.2844939192e-03
1.6761440000e+00,4.0407372580e-04,5.0624028518e-04,5.7473524066e-04,6.4481639129e-04,7.6242366049e-04,8.4650782810e-04,9.2866648629e-04,1.0080349603e-03,1.0801325698e-03,1.2059027358e-03,1.2844055891e-03
1.6771440000e+00,3.9344395191e-04,5.0975886552e-04,5.6786775531e-04,6.5227352025e-04,7.5808588008e-04,8.3918217570e-04,9.2619942734e-04,1.0041496716e-03,1.0725831089e-03,1.2171875278e-03,1.2765888823e-03
1.6781440000e+00,3.9718150219e-04,4.9728136219e-04,5.7459950767e-04,6.4734798798e-04,7.5985641161e-04,8.4059895016e-04,9.3280017609e-04,1.0133380420e-03,1.0761935846e-03,1.2145788060e-03,1.2786073785e-03
1.6791440000e+00,3.9620306779e-04,5.0423961511e-04,5.7240078604e-04,6.4637781179e-04,7.6304073445e-04,8.4275743575e-04,9.2263646366e-04,1.0102082160e-03,1.0798087169e-03,1.2222625082e-03,1.2734891789e-03
1.6801440000e+00,3.9738435589e-04,5.0389975513e-04,5.8015197283e-04,6.4609972469e-04,7.6461918070e-04,8.3707745944e-04,9.2868685897e-04,1.0098429630e-03,1.0675465455e-03,1.2167610112e-03,1.2823352881e-03
1.6811440000e+00,3.9749647840e-04,5.0786846259e-04,5.8322522818e-04,6.5490086854e-04,7.6467120380e-04,8.4308536316e-04,9.3011854915e-04,1.0240677511e-03,1.0728063353e-03,1.2188152323e-03,1.2678439089e-03
1.6821440000e+00,3.9447877498e-04,5.0379767345e-04,5.8343204728e-04,6.4982988988e-04,7.6351912867e-04,8.3916784206e-04,9.3938178907e-04,1.0058889893e-03,1.0730989743e-03,1.2227153638e-03,1.2784886349e-03
1.6831440000e+00,3.9113212551e-04,5.0478884077e-04,5.8180332417e-04,6.4910651417e-04,7.6911164797e-04,8.4719911683e-04,9.3184113211e-04,1.0077990009e-03,1.0730692884e-03,1.2113607954e-03,1.2759535457e-03
1.6841440000e+00,3.8750284148e-04,5.0292783271e-04,5.7607911003e-04,6.3970197516e-04,7.6779928349e-04,8.3508821263e-04,9.3902228400e-04,1.0047746764e-03,1.0646697774e-03,1.2174677249e-03,1.2881885050e-03
1.6851440000e+00,3.9650545659e-04,4.9644630053e-04,5.8232202719e-04,6.4541396569e-04,7.7064891229e-04,8.4053222963e-04,9.2358808615e-04,1.0068932170e-03,1.0679149273e-03,1.2137872545e-03,1.2767090811e-03
1.6861440000e+00,3.9333550376e-04,4.9705500714e-04,5.7989072957e-04,6.3885352574e-04,7.5486306741e-04,8.4259627329e-04,9.3260481663e-04,9.9896424217e-04,1.0694664525e-03,1.2183792569e-03,1.2738131045e-03
1.6871440000e+00,3.9283138904e-04,5.0003935030e-04,5.7738820033e-04,6.3867155404e-04,7.6555123087e-04,8.4794854047e-04,9.2932823463e-04,1.0015939915e-03,1.0904420196e-03,1.2083002366e-03,1.2737624638e-03
1.6881440000e+00,3.8605874579e-04,5.0376911531e-04,5.7021054090e-04,6.4681451477e-04,7.6600808825e-04,8.3702456322e-04,9.2602298537e-04,1.0020082118e-03,1.0767484491e-03,1.2128741946e-03,1.2763122504e-03
1.6891440000e+00,3.9285543608e-04,4.9744139687e-04,5.7253902924e-04,6.4468164055e-04,7.7010350651e-04,8.4300918388e-04,9.3065951660e-04,1.0076235776e-03,1.0780915181e-03,1.2114256970e-03,1.2736272765e-03
