# Saved on 2025-07-09T13:58:03.021910
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.00075
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_450.00 uS,Conductance_Target_500.00 uS,Conductance_Target_550.00 uS,Conductance_Target_600.00 uS,Conductance_Target_650.00 uS,Conductance_Target_700.00 uS,Conductance_Target_750.00 uS
1.6551440000e+00,3.8813726860e-04,4.3403812015e-04,4.8465150030e-04,5.5513144616e-04,6.0534981458e-04,6.3945481088e-04,6.7711291194e-04,7.5456002378e-04
1.6561440000e+00,3.9308684791e-04,4.4154647185e-04,4.8246096412e-04,5.5500870076e-04,6.0243684857e-04,6.3944746216e-04,6.7796507210e-04,7.5613104855e-04
1.6571440000e+00,3.9257487515e-04,4.4155167416e-04,4.8314803280e-04,5.5537948356e-04,6.0111975472e-04,6.3965817390e-04,6.7808534368e-04,7.5709642260e-04
1.6581440000e+00,3.9327445847e-04,4.4130421884e-04,4.8279282055e-04,5.5475171393e-04,6.0100268456e-04,6.3929968746e-04,6.9389665441e-04,7.5769385148e-04
1.6591440000e+00,3.9312446461e-04,4.4221167627e-04,4.8473175411e-04,5.6588531152e-04,6.0643549659e-04,6.3959421823e-04,6.7581284384e-04,7.5715084677e-04
1.6601440000e+00,3.9215901779e-04,4.4137424993e-04,4.8235342547e-04,5.5737495131e-04,6.0518890677e-04,6.3962863351e-04,6.7728382419e-04,7.5590076449e-04
1.6611440000e+00,3.9297890908e-04,4.3084863137e-04,4.8241076001e-04,5.5946780776e-04,6.0447408032e-04,6.3918007072e-04,6.9077708758e-04,7.5441916124e-04
1.6621440000e+00,3.9136768464e-04,4.4153701310e-04,4.8264690122e-04,5.6844241044e-04,6.0492915509e-04,6.3980915002e-04,6.7453554948e-04,7.5730364188e-04
1.6631440000e+00,3.9364826080e-04,4.4196545787e-04,4.8489244364e-04,5.5946384236e-04,6.0510399635e-04,6.3939500251e-04,6.7723114626e-04,7.4868003139e-04
1.6641440000e+00,3.9291313442e-04,4.4104403059e-04,4.8486392188e-04,5.6147833675e-04,6.0175778344e-04,6.4018946432e-04,6.8497181928e-04,7.5602525612e-04
1.6651440000e+00,3.9296344767e-04,4.4096017518e-04,4.8437083024e-04,5.5696149502e-04,6.0509402829e-04,6.4612337155e-04,7.0076072006e-04,7.5575408118e-04
1.6661440000e+00,3.9258655306e-04,4.3693406042e-04,4.8283309297e-04,5.5822743889e-04,6.0531860072e-04,6.4587919042e-04,7.0118832809e-04,7.5676129200e-04
1.6671440000e+00,3.9166163333e-04,4.3044612539e-04,4.8319354391e-04,5.5297889048e-04,6.0112859501e-04,6.3925610448e-04,6.9647809141e-04,7.5518772064e-04
1.6681440000e+00,3.9018945245e-04,4.4125412387e-04,4.8348869313e-04,5.7544450101e-04,6.0534141085e-04,6.3951541961e-04,6.9971989433e-04,7.5538664532e-04
1.6691440000e+00,3.9079415728e-04,4.4102675020e-04,4.8408055591e-04,5.6754379330e-04,6.0557831603e-04,6.3934996433e-04,6.9752459240e-04,7.5450203440e-04
1.6701440000e+00,3.9108141209e-04,4.4181335397e-04,4.8214445997e-04,5.6793953263e-04,6.0081682022e-04,6.3954816142e-04,6.7398650572e-04,7.5545329310e-04
1.6711440000e+00,3.9075286622e-04,4.3191143050e-04,4.8198264267e-04,5.6850625697e-04,6.0319165641e-04,6.4019070123e-04,6.9663488830e-04,7.5617062976e-04
1.6721440000e+00,3.8998186938e-04,4.4161708502e-04,4.8214944400e-04,5.5730946769e-04,6.0534151999e-04,6.3960738771e-04,6.7601358751e-04,7.5341820775e-04
1.6731440000e+00,3.8890575524e-04,4.4156007789e-04,4.8431160394e-04,5.5690969020e-04,6.0641865275e-04,6.3993036747e-04,6.9100649853e-04,7.5516705692e-04
1.6741440000e+00,3.9016780647e-04,4.4200787670e-04,4.8209549277e-04,5.6778571889e-04,6.0671631218e-04,6.3999985287e-04,6.8287292379e-04,7.5524309068e-04
1.6751440000e+00,3.9077393012e-04,4.4171258196e-04,4.8453784984e-04,5.6990542362e-04,6.0226488131e-04,6.3901388785e-04,7.0057947596e-04,7.5421048678e-04
1.6761440000e+00,3.9092348743e-04,4.3068677769e-04,4.8229190725e-04,5.5718286603e-04,6.0309015680e-04,6.3920429966e-04,7.0135436545e-04,7.5236050179e-04
1.6771440000e+00,3.9053444198e-04,4.3910775275e-04,4.8325138778e-04,5.5688673456e-04,6.0480437241e-04,6.3942949055e-04,7.0007445174e-04,7.5605574239e-04
1.6781440000e+00,3.9105212636e-04,4.3894662667e-04,4.8248290113e-04,5.5678563513e-04,5.9950274590e-04,6.3959683757e-04,6.8571454904e-04,7.5452160672e-04
1.6791440000e+00,3.9063608710e-04,4.3885571358e-04,4.8264952056e-04,5.6787303038e-04,6.0342918005e-04,6.3953761128e-04,6.9696106948e-04,7.5618932897e-04
1.6801440000e+00,3.9126123738e-04,4.3596061005e-04,4.8076417443e-04,5.6744898757e-04,6.0667203797e-04,6.3954605139e-04,7.0036163379e-04,7.5721909525e-04
1.6811440000e+00,3.9081849536e-04,4.3605065002e-04,4.8215060815e-04,5.5731343309e-04,5.9979047364e-04,6.3937426603e-04,6.8747976911e-04,7.5515403296e-04
1.6821440000e+00,3.8938957005e-04,4.3070584070e-04,4.8190246162e-04,5.5962464103e-04,6.0438655055e-04,6.3897801738e-04,7.0156922447e-04,7.5551375630e-04
1.6831440000e+00,3.9114478568e-04,4.4168846216e-04,4.8223322665e-04,5.6782711908e-04,6.0471844336e-04,6.3998268161e-04,7.0089983637e-04,7.5495976489e-04
1.6841440000e+00,3.9106726035e-04,4.4170559704e-04,4.8281814088e-04,5.5731248722e-04,6.0662987380e-04,6.3941173721e-04,6.9752197305e-04,7.5302734331e-04
1.6851440000e+00,3.9106642362e-04,4.4136759243e-04,4.8274450819e-04,5.5715754570e-04,6.0569585912e-04,6.3954779762e-04,6.9703804911e-04,7.5639785791e-04
1.6861440000e+00,3.9082198782e-04,4.3122032366e-04,4.8276058806e-04,5.7895380451e-04,6.0198653955e-04,6.3950064941e-04,6.7727334681e-04,7.5537878729e-04
1.6871440000e+00,3.9083934098e-04,4.4120155508e-04,4.8304009397e-04,5.5694948969e-04,6.0500136897e-04,6.3972976932e-04,6.9761576015e-04,7.5518932135e-04
1.6881440000e+00,3.9106838813e-04,4.4352040277e-04,4.8678604799e-04,5.6053566368e-04,6.0054098867e-04,6.4013285737e-04,6.7218126787e-04,7.5337731687e-04
1.6891440000e+00,3.9114660467e-04,4.3228588765e-04,4.8958430853e-04,5.5708675063e-04,6.0344518715e-04,6.4015337557e-04,6.7822802521e-04,7.5609656051e-04
1.6901440000e+00,3.9079732232e-04,4.4376076403e-04,4.8680423788e-04,5.6737651903e-04,6.0080390540e-04,6.4046573243e-04,7.0074675023e-04,7.5592877693e-04
1.6911440000e+00,3.9352053136e-04,4.4320433517e-04,4.8543613957e-04,5.6756773120e-04,6.0457743530e-04,6.3983359723e-04,7.0016722020e-04,7.5619675044e-04
1.6921440000e+00,3.9132599341e-04,4.3204407120e-04,4.8739751946e-04,5.5750086176e-04,6.0360944190e-04,6.4001964347e-04,7.0017915277e-04,7.4597999628e-04
1.6931440000e+00,3.9022688725e-04,4.3331820052e-04,4.8559006245e-04,5.8537709265e-04,6.0131525970e-04,6.4011153881e-04,6.9418965722e-04,7.5672542152e-04
1.6941440000e+00,3.9084767195e-04,4.4239572162e-04,4.8527344916e-04,5.5982411141e-04,6.0551214119e-04,6.3987870817e-04,6.8657456723e-04,7.5748350355e-04
1.6951440000e+00,3.9126098272e-04,4.3091615225e-04,4.8523779697e-04,5.5927863286e-04,6.0680631577e-04,6.4011510403e-04,6.7690169089e-04,7.5698866567e-04
1.6961440000e+00,3.9314578316e-04,4.4153795898e-04,4.8538739065e-04,5.6023847719e-04,6.0306028900e-04,6.3987892645e-04,7.0120404416e-04,7.5557218224e-04
1.6971440000e+00,3.9266018575e-04,4.3234071200e-04,4.8599857109e-04,5.6469936681e-04,6.0527636379e-04,6.4031999500e-04,6.8491455750e-04,7.4749448686e-04
1.6981440000e+00,3.9295937313e-04,4.3001604354e-04,4.8528407206e-04,5.6832166592e-04,6.0139183915e-04,6.4045321778e-04,7.0105350460e-04,7.5662603194e-04
1.6991440000e+00,3.9331895096e-04,4.4129916205e-04,4.8499096010e-04,5.5999560573e-04,6.0308597313e-04,6.4044492319e-04,6.7491164373e-04,7.4383729952e-04
1.7001440000e+00,3.9371476305e-04,4.4101761887e-04,4.8622398026e-04,5.5762200645e-04,6.0626567574e-04,6.3966195739e-04,6.9971923949e-04,7.5739983004e-04
1.7011440000e+00,3.9098722482e-04,4.4196433009e-04,4.8670441174e-04,5.5726515711e-04,6.0678357841e-04,6.4021696744e-04,6.7937340646e-04,7.5736701547e-04
1.7021440000e+00,3.9322876546e-04,4.3069769163e-04,4.8490837798e-04,5.6863373175e-04,6.0408572608e-04,6.4064159233e-04,6.8617599027e-04,7.5730320532e-04
1.7031440000e+00,3.9297741750e-04,4.4214448280e-04,4.8743680964e-04,5.6805471104e-04,6.0613485402e-04,6.3999294071e-04,6.9807880209e-04,7.5633011875e-04
1.7041440000e+00,3.9307564293e-04,4.4150270696e-04,4.8711088311e-04,5.6241475249e-04,6.0012756876e-04,6.3996747485e-04,7.0053509262e-04,7.5679679867e-04
1.7051440000e+00,3.9208327507e-04,4.4127260480e-04,4.8545869504e-04,5.5974796851e-04,6.0408136051e-04,6.3923100242e-04,7.0124828198e-04,7.5659751019e-04
1.7061440000e+00,3.9310863940e-04,4.3050953536e-04,4.8637019063e-04,5.7076431403e-04,6.0537095123e-04,6.3913888880e-04,7.0083791798e-04,7.5604555605e-04
1.7071440000e+00,3.9309183194e-04,4.4164775318e-04,4.8541729484e-04,5.6750435760e-04,6.0700462200e-04,6.4006213506e-04,6.7892920924e-04,7.5738076703e-04
1.7081440000e+00,3.9302103687e-04,4.4187239837e-04,4.8516398238e-04,5.7039887906e-04,6.0178605054e-04,6.3963787397e-04,6.9994945079e-04,7.5563308201e-04
1.7091440000e+00,3.9255872252e-04,4.3047952204e-04,4.8581110605e-04,5.5700085795e-04,6.0083795688e-04,6.3964747824e-04,6.7855231464e-04,7.5262985774e-04
1.7101440000e+00,3.9361715608e-04,4.4202079152e-04,4.8505426093e-04,5.5667278502e-04,6.0235761339e-04,6.3919091190e-04,6.7740926170e-04,7.5665484474e-04
1.7111440000e+00,3.9267797547e-04,4.4180094847e-04,4.8758320190e-04,5.5854285165e-04,6.0562106228e-04,6.3910629251e-04,7.0183166827e-04,7.4764197052e-04
1.7121440000e+00,3.9304533857e-04,4.4186348532e-04,4.8470996262e-04,5.5713524489e-04,6.0145146563e-04,6.3912026235e-04,6.9917805376e-04,7.5577219832e-04
1.7131440000e+00,3.9356225898e-04,4.4189706387e-04,4.8486606829e-04,5.7435092458e-04,6.0267637309e-04,6.3921979745e-04,6.7491651862e-04,7.5748343079e-04
1.7141440000e+00,3.9297046897e-04,4.4166292355e-04,4.8714184231e-04,5.5748463637e-04,5.9924805100e-04,6.3961480919e-04,6.9831083238e-04,7.5454510807e-04
1.7151440000e+00,3.9279104385e-04,4.4178421376e-04,4.8622929171e-04,5.6946781115e-04,6.0610505898e-04,6.3977429818e-04,6.9982095738e-04,7.5665659097e-04
1.7161440000e+00,3.9165301132e-04,4.4173833885e-04,4.8615536798e-04,5.5726759456e-04,5.9930123825e-04,6.3962528657e-04,7.0036439865e-04,7.5686722994e-04
1.7171440000e+00,3.9347494749e-04,4.4213076762e-04,4.8716348829e-04,5.7107845350e-04,6.0321777710e-04,6.3994724769e-04,7.0077861892e-04,7.5685449701e-04
1.7181440000e+00,3.9316910261e-04,4.4199401600e-04,4.8489291657e-04,5.5729553424e-04,6.0123453295e-04,6.4033207309e-04,7.0024427259e-04,7.5649651990e-04
1.7191440000e+00,3.9282491343e-04,4.4220974814e-04,4.8783356760e-04,5.5748052546e-04,6.0036261857e-04,6.4042520535e-04,7.0023721491e-04,7.5654344982e-04
1.7201440000e+00,3.9355330955e-04,4.3048639782e-04,4.8661993787e-04,5.8268644352e-04,6.0056525399e-04,6.4014697273e-04,6.9690162491e-04,7.5740179454e-04
1.7211440000e+00,3.9324382669e-04,4.2943447625e-04,4.8625242925e-04,5.5658278143e-04,6.0542955907e-04,6.3948784373e-04,7.0054797106e-04,7.5899260992e-04
1.7221440000e+00,3.9308564737e-04,4.4123837142e-04,4.8388123105e-04,5.5716482166e-04,6.0607188061e-04,6.3995663368e-04,6.8725166784e-04,7.5762894994e-04
1.7231440000e+00,3.9328744606e-04,4.4104399421e-04,4.8653866543e-04,5.7658682636e-04,6.0099024267e-04,6.4045263571e-04,6.7712018790e-04,7.5533076597e-04
1.7241440000e+00,3.9330476284e-04,4.4128279114e-04,4.8658279411e-04,5.5502641771e-04,6.0240010498e-04,6.4038351411e-04,6.7462497100e-04,7.5185729656e-04
1.7251440000e+00,3.9301892684e-04,4.4134620111e-04,4.8720827181e-04,5.6588043662e-04,6.0171758378e-04,6.4013423980e-04,6.9739180617e-04,7.5698946603e-04
1.7261440000e+00,3.9303358790e-04,4.4022741349e-04,4.8608006182e-04,5.5509397498e-04,6.0122823925e-04,6.4649480919e-04,6.7360422690e-04,7.5475865742e-04
1.7271440000e+00,3.9290091081e-04,4.4141248509e-04,4.8596702982e-04,5.5798787798e-04,6.0241174651e-04,6.4708270656e-04,6.7407185270e-04,7.5575982919e-04
1.7281440000e+00,3.9329526771e-04,4.4151231123e-04,4.8472167691e-04,5.5476877606e-04,6.0101290728e-04,6.4004154410e-04,7.0020600106e-04,7.5565934821e-04
1.7291440000e+00,3.9279984776e-04,4.4174492359e-04,4.8583133321e-04,5.6668381148e-04,6.0564831074e-04,6.4000778366e-04,6.9468340371e-04,7.5492054748e-04
1.7301440000e+00,3.9304442907e-04,4.4145341235e-04,4.8665147915e-04,5.6616201618e-04,6.0074151406e-04,6.3964667788e-04,6.9815658208e-04,7.4763273005e-04
1.7311440000e+00,3.9403657865e-04,4.4138607336e-04,4.8555782996e-04,5.6603726989e-04,6.0163507442e-04,6.4020969148e-04,7.0086898631e-04,7.5404619565e-04
1.7321440000e+00,3.9339909563e-04,4.4243777666e-04,4.8887981393e-04,5.5511176470e-04,5.9950561990e-04,6.3973486249e-04,7.0178270107e-04,7.5603034929e-04
1.7331440000e+00,3.9325957914e-04,4.3101419578e-04,4.8723934015e-04,5.7015324273e-04,6.0487567680e-04,6.3949781179e-04,7.0109999797e-04,7.5656484114e-04
1.7341440000e+00,3.9336988266e-04,4.4149172027e-04,4.8562298616e-04,5.5772015912e-04,6.0147220211e-04,6.3997751568e-04,6.9792949944e-04,7.5466938142e-04
1.7351440000e+00,3.9330738218e-04,4.3130043196e-04,4.8708643590e-04,5.8662939409e-04,6.0553535150e-04,6.3938081439e-04,6.9755697041e-04,7.5675779954e-04
1.7361440000e+00,3.9318270865e-04,4.4152922783e-04,4.8492245696e-04,5.7409411966e-04,6.0329432017e-04,6.3915540522e-04,7.0021822467e-04,7.5735712016e-04
1.7371440000e+00,3.9269372792e-04,4.4157804950e-04,4.8545480240e-04,5.6626729929e-04,6.0060228861e-04,6.3942970883e-04,6.9931833423e-04,7.5723430200e-04
1.7381440000e+00,3.9342714445e-04,4.4098876970e-04,4.8637371947e-04,5.6926175603e-04,6.0446440330e-04,6.3929583121e-04,6.7785324063e-04,7.5739924796e-04
1.7391440000e+00,3.9312584704e-04,4.4118809456e-04,4.8618101573e-04,5.7504592405e-04,6.0369242419e-04,6.3924060669e-04,6.7773362389e-04,7.5784533692e-04
1.7401440000e+00,3.9256334276e-04,4.4184183935e-04,4.8689638788e-04,5.5514756241e-04,6.0472608311e-04,6.3933286583e-04,7.0042624429e-04,7.5726056821e-04
1.7411440000e+00,3.9298101910e-04,4.4169839384e-04,4.8582744057e-04,5.6370437960e-04,6.0535268858e-04,6.3920349930e-04,6.9608271588e-04,7.5678617577e-04
1.7421440000e+00,3.9287497202e-04,4.3466159696e-04,4.8834357585e-04,5.5775282817e-04,6.0324000515e-04,6.3894294726e-04,6.7415603553e-04,7.5637814007e-04
1.7431440000e+00,3.9299087803e-04,4.4122331019e-04,4.8712179705e-04,5.5801956478e-04,6.0005742853e-04,6.3945139118e-04,6.9684057962e-04,7.4530638813e-04
1.7441440000e+00,3.9283910155e-04,4.4182110287e-04,4.8731530114e-04,5.6568540458e-04,5.9969857830e-04,6.3971434429e-04,6.7830624175e-04,7.5617193943e-04
1.7451440000e+00,3.9384227421e-04,4.4230477215e-04,4.8625573982e-04,5.8082136093e-04,6.0400932853e-04,6.3968407630e-04,6.8792083766e-04,7.5262149039e-04
1.7461440000e+00,3.9221671614e-04,4.4163443818e-04,4.8651068937e-04,5.6616059737e-04,6.0616235714e-04,6.4076244598e-04,7.0029207563e-04,7.5727126386e-04
1.7471440000e+00,3.9244121581e-04,4.4174161303e-04,4.8597474233e-04,5.5740205426e-04,6.0377038608e-04,6.4064544858e-04,6.7789427703e-04,7.5208132330e-04
1.7481440000e+00,3.9319882490e-04,4.4191776396e-04,4.8830097512e-04,5.5540058383e-04,6.0223876062e-04,6.4077095885e-04,6.9168891059e-04,7.5617273978e-04
1.7491440000e+00,3.9254282456e-04,4.4026095566e-04,4.8509129556e-04,5.6609689636e-04,6.0657133872e-04,6.4027466578e-04,6.9402747613e-04,7.5912408647e-04
1.7501440000e+00,3.9379916416e-04,4.2957231926e-04,4.8564845201e-04,5.5449738284e-04,6.0593702074e-04,6.3923944253e-04,6.9795874879e-04,7.5548625318e-04
1.7511440000e+00,3.9324448153e-04,4.4020249334e-04,4.8754136515e-04,5.6092463637e-04,6.0098096583e-04,6.3913190388e-04,6.8706525781e-04,7.4315052188e-04
1.7521440000e+00,3.9223483327e-04,4.3977433961e-04,4.8646892537e-04,5.6629556639e-04,5.9958751081e-04,6.3881023380e-04,6.7509274231e-04,7.4735115049e-04
1.7531440000e+00,3.9346399717e-04,4.2956093239e-04,4.8754933232e-04,5.6055967434e-04,6.0265345383e-04,6.3948929892e-04,7.0067144406e-04,7.5727279182e-04
1.7541440000e+00,3.9393304178e-04,4.3932341214e-04,4.8726276873e-04,5.6155502534e-04,6.0578397097e-04,6.3918807427e-04,6.9938054367e-04,7.5609088526e-04
1.7551440000e+00,3.9846207073e-04,4.3992054998e-04,4.8599162255e-04,5.6873828726e-04,6.0265945649e-04,6.3939674874e-04,6.8747984187e-04,7.5289295637e-04
1.7561440000e+00,3.9857099182e-04,4.2969855713e-04,4.8631769459e-04,5.6629909523e-04,6.0786063841e-04,6.3932107878e-04,6.8296634709e-04,7.5615418609e-04
1.7571440000e+00,3.9843773266e-04,4.3708107114e-04,4.8756883189e-04,5.5519802117e-04,6.0011407186e-04,6.3955842052e-04,6.8597102654e-04,7.5726879004e-04
1.7581440000e+00,3.9085494791e-04,4.3972926505e-04,4.8741789215e-04,5.5504973716e-04,6.0315225710e-04,6.3980209234e-04,7.0146117650e-04,7.5706164353e-04
1.7591440000e+00,3.9091602957e-04,4.3999531044e-04,4.8703910579e-04,5.6554352341e-04,6.0258003941e-04,6.3999650592e-04,6.9760790211e-04,7.4939620390e-04
1.7601440000e+00,3.9049380575e-04,4.2844287236e-04,4.8758523917e-04,5.6845176005e-04,6.0499398387e-04,6.4036896219e-04,6.7735942139e-04,7.5706695498e-04
1.7611440000e+00,3.9110906073e-04,4.4027518015e-04,4.8592184612e-04,5.5826087191e-04,6.0500493419e-04,6.4020321588e-04,6.7740656959e-04,7.5799158367e-04
1.7621440000e+00,3.9082340663e-04,4.4053806050e-04,4.8605354095e-04,5.6589422456e-04,6.0488837335e-04,6.4004081651e-04,6.9347981480e-04,7.5591829955e-04
1.7631440000e+00,3.9094262320e-04,4.2832227336e-04,4.8604953918e-04,5.5495311244e-04,6.0576679971e-04,6.3942410634e-04,6.9859350333e-04,7.5663505413e-04
1.7641440000e+00,3.9025086153e-04,4.4005508244e-04,4.8569600040e-04,5.6621287513e-04,5.9917641920e-04,6.3987572503e-04,6.8081972131e-04,7.5622963777e-04
1.7651440000e+00,3.9090879000e-04,4.4038311898e-04,4.8652869737e-04,5.7657518482e-04,5.9911064454e-04,6.4004292653e-04,7.0029665949e-04,7.5419317000e-04
1.7661440000e+00,3.9069193008e-04,4.4024469389e-04,4.8516729294e-04,5.5765769503e-04,6.0523263528e-04,6.3905856223e-04,6.8361681770e-04,7.5453135651e-04
1.7671440000e+00,3.9046557504e-04,4.4031374273e-04,4.8652229452e-04,5.5444164900e-04,6.0080517869e-04,6.3958337705e-04,7.0134781708e-04,7.5654672401e-04
1.7681440000e+00,3.9027527237e-04,4.4002565119e-04,4.8597576097e-04,5.6605786085e-04,5.9965637774e-04,6.3981649873e-04,7.0070746006e-04,7.5633281085e-04
1.7691440000e+00,3.9085465687e-04,4.4062806410e-04,4.8600246373e-04,5.6621265685e-04,6.0498136008e-04,6.4055362600e-04,6.8412809924e-04,7.5511314208e-04
1.7701440000e+00,3.9032554923e-04,4.3774132791e-04,4.8800931836e-04,5.6872399000e-04,6.0596452386e-04,6.4031126385e-04,6.9918387453e-04,7.5448573625e-04
1.7711440000e+00,3.9101883885e-04,4.2615003622e-04,4.8791549489e-04,5.8225094108e-04,6.0453283368e-04,6.3972816861e-04,7.0210269769e-04,7.5469884905e-04
1.7721440000e+00,3.9116468542e-04,4.3726773583e-04,4.8610458180e-04,5.5822252762e-04,6.0268186644e-04,6.4030638896e-04,6.7977103754e-04,7.5594587543e-04
1.7731440000e+00,3.9136386476e-04,4.3999501941e-04,4.8656234867e-04,5.5767264712e-04,5.9962392697e-04,6.4066312916e-04,6.8884357461e-04,7.5594907685e-04
1.7741440000e+00,3.9228536480e-04,4.2931460484e-04,4.8656842409e-04,5.5995235016e-04,6.0616453993e-04,6.4042855229e-04,7.0205962402e-04,7.5722833571e-04
1.7751440000e+00,3.9114824176e-04,4.2881965783e-04,4.8749920097e-04,5.5728196457e-04,5.9968100686e-04,6.4052444941e-04,6.8597211794e-04,7.5755713624e-04
1.7761440000e+00,3.9074344386e-04,4.3271094910e-04,4.8721354688e-04,5.6081931689e-04,6.0052250774e-04,6.4070372900e-04,7.0150679676e-04,7.5689531513e-04
1.7771440000e+00,3.8993828639e-04,4.3800795538e-04,4.8544905439e-04,5.6247627072e-04,6.0128957557e-04,6.4037223638e-04,6.7950415541e-04,7.4708223110e-04
1.7781440000e+00,3.8910719013e-04,4.3694264605e-04,4.8823796533e-04,5.5691565649e-04,6.0289345129e-04,6.4032217779e-04,6.7617424065e-04,7.5685318734e-04
1.7791440000e+00,3.8727590436e-04,4.4362197514e-04,4.8844784033e-04,5.5701966630e-04,6.0589529312e-04,6.3992476498e-04,6.7574299464e-04,7.5178213592e-04
1.7801440000e+00,3.8884561945e-04,4.4383297791e-04,4.8608515499e-04,5.5688033171e-04,6.0793168814e-04,6.4054227551e-04,6.9833011366e-04,7.4922332715e-04
1.7811440000e+00,3.8894781028e-04,4.4342014007e-04,4.8580179282e-04,5.5874239479e-04,6.0458274675e-04,6.4075989940e-04,6.9814959716e-04,7.5569296314e-04
1.7821440000e+00,3.8851565478e-04,4.4335436542e-04,4.8631176469e-04,5.6823406339e-04,6.0178073909e-04,6.3930310716e-04,7.0149704698e-04,7.5679265137e-04
1.7831440000e+00,3.8859780034e-04,4.4388038077e-04,4.8777706979e-04,5.5663698731e-04,6.0329941334e-04,6.4023348386e-04,7.0118279837e-04,7.5723604823e-04
1.7841440000e+00,3.8873440644e-04,4.4137846999e-04,4.8560363211e-04,5.5732692999e-04,6.0559887061e-04,6.4041625592e-04,6.7577806476e-04,7.5694901170e-04
1.7851440000e+00,3.9175138227e-04,4.4180294935e-04,4.8602661991e-04,5.5958524172e-04,6.0328380641e-04,6.4058367570e-04,6.9437206548e-04,7.4983523518e-04
1.7861440000e+00,3.9121099690e-04,4.4212396460e-04,4.8600490118e-04,5.5996679293e-04,5.9851980041e-04,6.4085361373e-04,6.9854795584e-04,7.5714451668e-04
1.7871440000e+00,3.9103648305e-04,4.4092910684e-04,4.8601181334e-04,5.6030363339e-04,6.0140642745e-04,6.3961320848e-04,6.9772773713e-04,7.5593779911e-04
1.7881440000e+00,3.8987305743e-04,4.4204458391e-04,4.8654950660e-04,5.6877379393e-04,6.0449638113e-04,6.3951461925e-04,7.0151480031e-04,7.4668358138e-04
1.7891440000e+00,3.9108679630e-04,4.3139723857e-04,4.8735037126e-04,5.6827844674e-04,6.0503600253e-04,6.3942614361e-04,6.7922017479e-04,7.5543954154e-04
1.7901440000e+00,3.9142334572e-04,4.4165644795e-04,4.8626490752e-04,5.6958862842e-04,6.0047495936e-04,6.3886313001e-04,6.9575959060e-04,7.5711563113e-04
1.7911440000e+00,3.9089827624e-04,4.4222670113e-04,4.8479392717e-04,5.6040880736e-04,6.0277990997e-04,6.4008694608e-04,7.0128066000e-04,7.5495612691e-04
1.7921440000e+00,3.8682486775e-04,4.3078100134e-04,4.8465513828e-04,5.6303437304e-04,6.0220248997e-04,6.3973719080e-04,6.7802320700e-04,7.5598385592e-04
